如,例如,譬如,比如,以及,此外,包括,如同,或,而,有如
問題,解決,難題,困擾,議題,问题,疑慮,困難,狀況,課題,爭議
问题,解决,难题,困扰,問題,常见,症结,怎么办,对策,现象,难点
再,又,再次,先,就,不,要,不用,便,不再,再度
才,能,就,便,真正,等到,方才,得以,要,也,不
便,就,也,立刻,很快,即,不久,便是,才,因此,旋即
进行,通过,進行,开展,并,经过,对,针对,开始,实施,大规模
進行,进行,並進,透過,大規模,經過,展開,針對,開展,開始,舉行
地方,一些,政府,的,有些,很多,其他,法院,各地,某些,那些
沒,沒有,還,沒什麼,從沒,這麼,從來,卻,這,什麼,應該
没,没有,压根,从来,什么,压根儿,没什么,没法,来得及,从没,这么
已經,現在,經,還是,雖然,確實,其實,時候,事實,那個,還
已经,业已,现在,已,没有,刚刚,应该,开始,时候,确实,虽然
走,往回,出去,跑,走上,往前,撵,走走,走出,趟,回去
做,做做,做出,作,做成,做好,要,想,事情,做到,做起
讓,們,夠,將,給,帶給,還,覺得,這樣,這,為
让,能够,觉得,他们,这样,带给,给,为了,会,还,我们
內,内,以內,間,時,兩,當,個,將,兩個,這
内,之内,內,范围,以内,后,内应,里,一段,数个,个
及,以及,和,包括,等,的,或,及其,如,例如,其
这样,这个,这,那样,的话,同样,这些,这么,因为,也许,当然
這樣,這種,這個,那樣,這,這麼,怎麼樣,這些,的話,應該,嗎
全国,国,全国性,全,全区,国内,全市,省级,全國,中国,全县
全國,國,全国,全島,全國性,全縣,全區,國內,縣市,全市,鄉鎮
經濟,经济,財政,農業,社會,經濟學,景氣,技術開發區,繁榮,經貿,貿易
经济,社会,經濟,发展,宏观,产业,开发区,财政,农业,县域,贸易
这些,许多,这个,这,他们,这样,它们,大多数,因为,事实上,当然
這些,許多,這個,這種,這,這樣,當中,雖然,們,他們,不過
不是,而是,只是,就是,并非,是,真的,可不是,只有,好像,知道
听,听听,听到,聆听,听见,听懂,这话,说,讲,聽,好听
聽,聽到,聽見,講,聽聽,聆聽,說,說話,聽懂,听,難聽
公司,有限,股份,分公司,子公司,总公司,集团,控股,实业,航空,旗下
成,已成,成为,而,变成,化成,形成,被,幻化,俨然,摇身一变
各,各个,各地,各式,不同,其他,四,大大小小,三,全,所有
事,事情,件,小事,大事,好事,事儿,做,回事,此事,正事
号,號,线,二号,公众,一号,三号,地铁,条,编号,个
號,号,樓,三號,個,國道,編號,時,與,這,話
人民,共和国,政府,中华,解放军,老百姓,法院,共和國,中共,群众,百姓
至,到,在,直,直至,及至,自,直到,及,于,即
叫,叫做,叫作,名叫,知道,称做,名字,是,就是,又,称作
社会,社會,经济,阶层,社会学,科学,社会主义,舆论,主义,当代,社会性
社會,社会,經濟,科學,社會關係,當代,社區,現實,關懷,環境,輿論
两,几,个,这,好几,俩,侧,十几,种,兩,三
兩,兩個,這,兩邊,两,間,兩種,幾,兩組,分別,好幾
知道,明白,相信,看到,想,到底,清楚,是,就,得知,想必
当,这时,每当,时,时候,此时,这时候,因为,那时,这样,这就是说
當,時候,時,這,這時,將,為,們,卻,那時,這時候
三,四,五,六,二,七,一,八,九,第一,两
本,此,书,本次,该,次,上述,全,一,文,中
无,没有,绝无,毫无,暂,有无,决无,没,丝毫,虽,毫
無,沒有,沒,絕無,有無,毫無,尚無,謂,沒什麼,无,無人
此,上述,本,以此,藉,该,另,至此,次,这,一
们,诸位,他们,纷纷,争先恐后,个个,让,成群结队,戏称,数以万计,广大
們,讓,他們,這,這樣,應該,當,我們,這些,並且,就讓
家,家中,老小,家家,位,多家,每家,老牌,她家,首家,某
这种,情况,这样,这,此种,这个,或者说,种,当然,这时候,这些
這種,這樣,這個,這些,種,兩種,這,那種,總之,類似,同樣
長,寬,長度,長長,長於,過長,總長,會長,最長,长,內
长,最长,宽,过长,多长,长度,时间,长长,长长的,长短,漫长
市,省,本市,市内,全市,县,市政府,我市,市区,城市,区
門,兩門,门,門內,學問,大門,一門,門扉,五門,個,一门
门,一门,门内,大门,门上,小门,各门,门外,房门,門,门第
起來,起来,看起來,變得,樣子,看來,顯得,這樣,有點,頓時,感覺
起来,起來,变得,这样,出来,结合,上来,这时候,紧密,时候,显得
地区,地區,区域,东南部,东北部,国家,周边,东部,邻近,当地,边远
地區,區域,地区,東部,國家,周邊,邊遠,山區,鄰近,當地,周圍
如果,假如,倘若,要是,即使,假使,就算,一旦,只要,那么,所以
开始,之后,以后,刚刚,已经,逐渐,时候,陆续,时,后,从
開始,從,之後,時,以後,後,开始,結束,漸漸,陸續,時候
正,正在,正是,正值,此刻,正要,恰好,正好,不正,確,正向
技术,工艺,技術,科学,应用,创新,产业,专业,设备,发展,领域
技術,技术,工藝,設備,先進,應用,研發,創新,技藝,科學,這項
同,同一,相同,等同,同月,同期,相比,樣,年,去年,不同
重要,不可或缺,首要,举足轻重,必不可少,关键性,重大,主要,必不可缺,之一,次要
吃,不吃,喝,啃,吃掉,好吃,食用,下肚,嚼,晚餐,食
美国,美國,英国,纽约,中国,德国,澳大利亚,华盛顿,法国,加拿大,旧金山
美國,美国,英國,紐約,德國,歐洲,中國,法國,韓國,費城,俄羅斯
天,星期,月,周,早上,每,晚上,一天,整整,小时,为期
成为,作为,变成,俨然,视为,摇身一变,逐渐,获得,沦为,视作,做为
成爲,成为,作爲,爲,儼然,譽爲,認爲,變成,因爲,逐漸,名副其實
因为,由于,虽然,其实,事实上,不过,当然,尽管,时候,实际上,也许
因爲,認爲,由於,所以,爲,但是,雖然,儘管,不過,因为,作爲
比,比起,多得多,可比,高出,堪,相比,不如,多出,更,比不上
米,多米,英尺,公里,厘米,餘米,奈,平方米,丈,公斤,百米
外,之外,除,以外,除了,而外,其余,除此之外,除此以外,除去,上述
通过,经由,进行,同时,将,经过,获得,并,之后,对,能够
通過,透過,經由,獲得,通过,經過,繞過,允許,獲,進入,進行
研究,研究者,分析,可行性,成果,探究,表明,研究所,课题,探讨,研讨
文化,民俗,人文,民族,教育,宗教,文明,文化史,古文化,政治,遗产
企业,民营,中小企业,员工,企业主,外资,行业,国有,国企,私营,小企业
企業,小企業,企業界,企业,企業主,跨國公司,企業家,客戶,員工,國企,製造業
即,便,亦,就,可,因此,后,而,故,指,是
分,分成,五分,秒,左右,共,分为,分出,得分,下午,八分
北京,北京市,上海,天津,海淀,南京,深圳,广州,成都,杭州,通州
历史,歷史,发展史,史实,历史性,悠久,时期,学家,久远,长河,变迁
歷史,历史,發展史,史實,悠久,經濟史,建築,輝煌,記錄,淵源,脈絡
世界,全世界,全球,世界性,各地,世上,全球性,末日,新世界,第一,世界级
問,问,反問,問道,請教,請問,詢問,問問,追問,問起,答
问,问问,反问,询问,问道,问起,追问,请问,说,为什么,問
話,话,的話,動畫,說出,講,說,開頭,這話,結尾,登場
话,句,说,说出,这话,实话,老话,说错,要说,说完,話
其中,另外,包括,此外,當中,部分,以及,而,的,另,之一
现在,已经,那时,这个,这样,时候,其实,因为,现今,当时,不过
現在,現,那時,過去,還是,已經,時候,現時,這時候,現今,這樣
天安門,天安门,西單,中南海,南池子,王府井,長安街,新华门,毛澤東,金水橋,胡耀邦
天安门,天安門,金水桥,长安街,故宫,新华门,中南海,颐和园,广场,西单,城楼
不能,能,无法,只能,不可,没法,無法,不是,未能,难以,完全
打,打打,一打,招呼,打出,打中,仗,挨,敲,砸,痛打
一些,很多,某些,不少,有些,许多,其他,的,那些,部分,大量
老,年老,闆,老牌,老先生,德高望重,年迈,老家伙,旬,老朋友,旧
时间,多长,间隔,小时,长,耽误,过长,時間,耽搁,分钟,时日
時間,时间,地點,小時,長時間,花費,時段,時光,浪費,分鐘,將近
自,至,始于,起,在,于,从,到,自从,自打,於
副,正副,一副,任,新任,幅,教授,那幅,首任,神情,助理
生产,产量,研发,销售,制造,工厂,生產,生产量,产品,生产线,厂家
生產,產出,產,生產線,製造,生产,再生產,研發,產量,出產,投產
情况,状况,这种,情況,实际,具体,情形,根据,这样,说明,现象
情況,狀況,情况,況,情形,這種,這樣,狀態,現象,下,不過
代表,表示,出席,代表人,象征,象徵,派出,大会,委派,特邀,反映
决定,決定,确定,考虑,选择,放弃,改变,取决于,提议,选定,最终
決定,决定,考慮,選擇,放棄,選定,於是,將,提議,應該,讓
湖北,湖北省,十堰,宜昌,湖南,武汉,孝感,鄂州,江西,孝感市,荆门
跟,像,跟着,就,就是,以前,差不多,好像,一起,知道,之前
笑,大笑,哈哈大笑,苦笑,几声,噗哧,笑笑,咯咯,哭,微笑,自嘲
则,同时,同样,将,显然,为,认为,分别,会,并,还
則,並,為,將,還,僅,卻,與,時,並且,同樣
关系,關係,关联,之间,亲密,人际,千丝万缕,紧密,血缘,渊源,恶化
關係,關聯,关系,親密,緊密,互動,淵源,聯繫,糾葛,影響,問題
像,如同,像是,好像,有如,正像,一样,好比,似的,那样,好似
領導,領袖,領導者,領導人,领导,主導,帶領,领导者,領軍,幹部,組織
领导,领导者,上级,领导人,下属,部门,领导层,領導,负责人,各级,组织
生活,日常,过上,起居,困苦,同居,必需品,家庭,居住,教育,生存
时候,这时候,时,因为,这时,应该,这样,那时,当,那个,这个
時候,這時候,當,那時,時,時會,這時,記得,剛剛,其實,那個
一种,系统,种,常见,几种,有种,多种,特点,三种,独有,两种
一種,這種,每種,兩種,如果說,幾種,種,三種,那種,單細胞,六種
可能,也,不,就,往往,是,恐怕,似乎,可以,会,甚至
出來,出来,出,開來,分離,上來,這樣,顯現,結果,過來,來
出来,出來,进去,过来,上来,出,这样,进来,起来,来,显现
学生,教师,师生,同学,大学生,学校,小学生,中学生,班级,家长,留学生
學生,師生,同學,教師,中學生,大學生,學子,學校,教職員,留學生,家長
以及,和,及,包括,等,例如,此外,的,如,等等,比如
石首,石首市,湖北,松滋,孝感,潜江,宜昌,荆门,鄂州,梁子湖,襄樊
較,比較,相對,相當,頗,較大,並,來得,則,過,為
较,相对,比较,较大,相当,较为,同样,颇,极,则,较差
一般,通常,多半,大多,往往,基本上,如同,平常,而言,一般来说,普遍
同时,并且,并,不仅,还,同样,与此同时,则,从而,当然,将
同時,並且,並,不僅,與此同時,隨後,同时,同樣,之後,不過,此時
認爲,因爲,稱爲,认为,爲,作爲,視爲,成爲,顯然,看來,其實
认为,看来,因为,说,的确,显然,事实上,虽然,实际上,毫无疑问,应该
由于,因为,由於,鉴于,尽管,虽然,加之,导致,众所周知,事实上,因此
由於,由于,雖然,不過,儘管,因,當時,鑑於,導致,因此,然而
国,全国,全,国内,国家,我国,中国,各国,欧洲,國,亚洲
國,國家,全國,法國,英國,國人,國內,国,德國,歐洲,韓
死,死去,病死,亡,死亡,死不了,去世,怕死,捅,身亡,埋葬
省,市,省份,本省,省内,各省,教育厅,外省,省会,省区,我省
住,不住,忍,把持,扛,抵挡,抑制,遮,抵,招架,憋
所以,因此,但是,而且,但,而,因而,即使,可是,也,故而
万,亿,千,上万,余,数万,三万,数千,几百,几万,几千
萬,億,萬元,萬多,萬個,百萬,多萬,幾萬,餘萬,超過,約
不同,相同,截然不同,不一,截然,迥然不同,各自,相近,各,同一,迥异
这里,这儿,此处,那里,我们,那儿,现在,这个,这样,当然,他们
這裏,這兒,們,裏面,那兒,這邊,那裏,這家,這,這個,那麼
学院,大学,学校,师范,商学院,院长,工学院,职业,艺术,外国语,校区
學院,大學,學校,学院,學,院長,商學院,學部,學科,音樂,師範學院
因,由於,由于,致使,因为,原本,因此,而,被,導致,但
曾,曾经,一度,亦,早年,此前,之前,也,多次,早先,被
两个,个,几,几个,三个,五个,这个,那个,两,中间,九个
兩個,幾個,個,兩,數個,這個,兩種,分別,兩邊,兩組,中間
元,美元,人民币,新台币,人民幣,港元,日元,平方米,港币,不等,欧元
呢,呀,啊,究竟,到底,嘛,么,可是,吗,那么,咦
作为,做为,当做,当作,成为,充当,对于,因为,当成,众所周知,视为
作爲,成爲,因爲,爲,認爲,作为,當作,當做,充當,身爲,看作
手,小手,一手,把手,握,在手,握住,伸出,右手,双手,反剪
会议,召开,开会,大会,讨论会,研讨会,會議,座谈会,纪要,会议室,议程
會議,開會,会议,召開,討論會,研討會,會議室,與會,大會,會談,決議
达,超过,达到,约,多达,達,大约,将近,长,合计,总数
達,達到,約,將近,达,超過,僅,過,達成,到達,時
头,一头,把头,脑袋,头里,头等,头上,头部,转过,顶,两
頭,個頭,頭上,兩隻,兩頭,腳,頭裏,頂,頭頂,邊,头
但是,但,可是,然而,所以,而且,即使,因此,虽然,即便,尽管
作,做,作出,并作,作成,並作,以此,以,做出,用,作好
該,當,這,這個,這些,並,將,隨後,時,應,這種
该,这,这个,这些,两,个,此,随后,类,期间,这样
女,男,主角,小女,男女,女子,高音,女性,配角,高中生,强人
开,离,开开,开出,开时,打开,闭,開,开启,卖,开张
開,開時,離,拉開,開始,開出,始,展開,閉,打開,開進
路,路上,西路,道路,山路,一路,南路,大路,北路,一带,中路
部分,一部分,大部分,一些,的,其中,主要,另外,包括,其余,很多
約,大約,將近,約莫,超過,约,萬,僅,達,時,總共
约,大约,将近,超过,約,达,共计,多达,约莫,合计,总共
活动,开展,促销,组织,活動,场所,庆典,行为,专场,社团,实践
活動,活动,慶典,展覽,聚會,晚會,宣傳,舉辦,促銷,參與,盛會
需要,需,要,可以,可能,能,必需,只,必须,往往,如果
怎么,怎样,怎么样,怎么办,什么,为什么,吗,哪里,难道,咋,如何
怎麼,怎麼樣,怎樣,曉得,什麼,麼,這麼,怎麼辦,這樣,難道,應該
军,军队,部队,军中,三军,军官,集团军,军士,军团,军部,敌军
軍,國軍,軍隊,隊,美軍,军,將領,軍團,空軍,海軍,陸軍
管理,管理者,行政,制度,控制,工作,主管,财务,事务,治理,运作
方面,多方面,以及,等,另外,一些,欠缺,着重,也,主要,有所
市场,行业,产品,份额,销售,市場,营销,竞争,消费者,价格,资本
市場,市场,南門,買家,行業,新興,銷售,債券,證券,利潤,產品
組織,组织,架構,成員,團體,幹部,領導,機構,細胞,內部,首領
组织,組織,开展,活动,领导,成员,社团,团体,部门,实施,参与
工业,制造业,轻工业,农业,工业化,产业,园区,工業,重工业,纺织,机械
工業,工业,產業,農業,工業區,製造業,化學,金屬,工業化,紡織,工廠
建設,規劃,興建,投資,設施,宏偉,構建,建设,發展,基礎設施,動工
建设,规划,发展,推进,开工,现代化,开发,项目,构建,设施,筹建
称,称为,稱,称之为,称作,声称,并称,认为,说,人称,称做
稱,稱作,称,俗稱,稱爲,稱做,称为,為,簡稱,並稱,人稱
名,位,多名,另,其中,人,有,另外,五名,四名,名叫
二,三,四,五,六,一,第二,第三,第一,七,第四
每,每个,每天,每次,平均,一,天,日,每年,每周,每人
属,属于,所属,隶属,分属,同属,屬,划归,归入,管辖,归于
屬,屬於,属,與,隸屬,為,謂,帶,將,轄,所屬
形成,造就,建立,产生,造成,促成,逐步,奠定,存在,產生,确立
誰,怎樣,曉得,怎麼樣,難道,什麼,怎麼,何時,還是,嗎,們
谁,为什么,难道,怎样,你们,哪个,什么,为何,谁家,怎么,吗
受,受到,深受,身受,免受,饱受,遭受,备受,備受,影響,波及
其他,其它,一些,某些,任何,很多,以外,所有,各,别的,不同
带,带上,带有,随身,能带,回来,帶,自带,一带,让,出门
帶,帶上,帶有,還,繞,這,讓,带,說,將,伴隨
进,进去,进来,进入,走进,踏进,闯,進,丢,跨进,放进
進,並進,步,進行,進入,进,進去,擴,跨進,入,將
出现,发生,出現,导致,见到,产生,浮现,涌现,发现,会,呈现
出現,見到,出现,發生,發現,現身,浮現,看見,導致,顯現,呈現
許多,這些,諸多,許,很多,许多,還,不少,還有,一些,無數
许多,众多,这些,许许多多,很多,诸多,大多数,一些,不少,绝大多数,无数
先,首先,再,要,之前,最先,先行,就,事先,便,然后
应,应当,应该,必须,须,则,尽量,理应,时,同时,应从
應,應當,應該,須,將,請,為,並,僅,時,應有
吧,啦,啊,呵呵,嘛,呢,看吧,哦,看看,喔,算了
县,县城,县政府,全县,市县,区,县上,乡镇,乡,镇,和县
縣,縣市,縣長,各縣,鄉鎮,縣市區,全縣,縣城,市縣,區,县
日本,韩国,东京,大阪,京都,本土,台湾,北海道,中國,九州,中日
之間,間,介於,中間,與,兩,之內,大約,之间,兩者,遊走
之间,间,介于,与,关系,两,中间,相连,发生,产生,连接
一定,要,必定,也,都,可能,有,很多,很大,不,需要
心,我心,人心,心地,怦怦,心上,心中,心房,有心,心里,血管
具有,具备,有着,具,更具,不具,有,兼具,具備,带有,本身
佔,占,佔據,佔有,占有,占据,霸佔,上風,佔用,絕大多數,主導
占,佔,占据,占有,比重,一半,上风,佔據,主导,比例,霸占
城市,大城市,省会,城市化,省份,小城,都市,城镇,港口,市政,市区
以上,以下,上述,至少,左右,以内,半数,八成,九成,或,其中
处,處,还有,个,同样,则,处长,此处,处以,点,不远处
處,兩處,处,時,與,個,間,確實,為,幾處,該處
区,区域,区内,县,本区,全区,分区,城区,区长,市区,区政府
區,區內,區域,分區,縣,全區,鎮,圖,本區,該區,区
太,未免,很,实在,非常,过于,真是,真的,有点,不,不算
政治,人物,思想,外交,宗教,政治学,政治家,政客,军事,文化,法律
人们,他们,我们,它们,总是,习惯于,也许,让,能够,人們,现在
人們,人们,們,總是,或許,人類,時候,那麼,並且,這裏,應當
委员会,委员,理事会,秘书处,协会,秘书长,分会,工作组,办公室,筹委会,联合会
委員會,委員,小組,協會,委员会,審議,理事會,條例,選舉,成員,議會
发现,发觉,發現,看见,出现,见到,发掘,无意间,察觉,却,确实
發現,發覺,发现,驚覺,出現,見到,看見,察覺,證實,發掘,原來
点,一点,点儿,三点,点头,一点儿,四点,这,六点,个,处
點,對,點兒,這,晚間,一點,時,個,兩點,費,確實
記者,採訪,報道,记者,會上,吹風會,楊國樑,招待會,駐京,美聯社,會後
记者,本报,采访,报道,晨报,商报,新华社,中新网,告诉,通讯员,晚报
国际,国内,國際,国际性,国内外,亚洲,欧洲,国外,顶级,中国,米兰
國際,国际,國內,米蘭,國際性,跨國,歐洲,亞洲,時尚,美國,享譽
規定,規範,规定,規則,違反,法規,嚴格,規章,依據,條文,允許
规定,条例,违反,明确,規定,有关,依据,颁布,规范,允许,根据
机关,部门,企事业,检察,机构,党政,直属,上级,機關,公务员,税务
機關,機構,部門,机关,單位,國家機關,學校,首長,官員,執法,公務
水,用水,水中,取水,水上,水源,水量,大水,溪水,水流,湖水
武汉,武汉市,汉口,华中,长沙,湖北,重庆,郑州,荆门,长春,襄阳
武漢,重慶,廣州,武汉,武漢市,漢口,長沙,荊門,宜昌,湖北,貴陽
南,北,西,东,南北,柯,南部,山南,北部,中南,城西
虽然,尽管,虽说,不过,因为,虽,毕竟,事实上,实际上,其实,的确
雖然,不過,雖說,儘管,雖,縱使,其實,由於,畢竟,卻,卻是
根据,依据,按照,据此,根據,据,依照,针对,基于,确定,规定
根據,據,依據,根据,說法,統計,針對,推測,不過,基於,依照
法律,法规,法学,宪法,司法,国际法,立法,民事,法治,律师,刑事
影响,影響,深远,产生,制约,负面,损害,导致,严重,变化,较大
影響,影响,衝擊,深遠,干擾,產生,牽連,阻礙,改變,顯著,損害
包括,以及,包含,其中,在内,此外,例如,等等,等,如,另外
发生,發生,出现,产生,引发,变化,导致,改变,冲突,争执,诱发
發生,发生,出現,引發,爆發,產生,導致,爭執,發現,傳出,衝突
使用,用,采用,用到,改用,用作,只用,利用,用于,採用,放置
张,三张,几张,張,两张,一张,专辑,图片,这,刘,千张
張,兩張,幾張,张,專輯,楊,張大,臉,個,劉,陳
中心,主任,集散,研究,基地,会展,核心,管理,教育,地域,行政
教育,德育,高等,中小学,文化,思想,学校,教育家,教学,教育局,应试
要求,符合,提出,按照,要,需要,苛刻,迫使,并,遵照,硬性
今,于今,今日,於今,現今,现今,而今,即,昨,位於,祖籍
間,之間,介於,兩,與,時,個,內,中間,兩間,间
间,之间,间或,間,两,转眼,个,前后,与,弹指,不经意
总,面积,总是,合计,觉得,总数,总会,觉着,时,约,超过
總,總是,說來,总,卻,數,當,為,總會,總得,總能
回,回到,回去,返,返回,老家,送回,遣送,往回,重回,去
山,山下,山中,山上,小山,名山,山麓,大山,高山,山里,石山
請,務必,趕緊,們,讓,謝謝,應該,記得,應,请,這邊
请,敬请,务必,建议,請,诸位,我们,谢谢,稍后,赶紧,你们
